time,amihud_diff_normalized,ret_disp,rolling_vol_5,volume_ratio,credit_growth_mom,cpi_mom,pmi_vn
2016-10-05,-0.1399394078174927,-0.009165952859099158,-0.2533815446803582,-0.13334196113185762,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-06,0.002166986005870907,0.49095330096532525,-0.527550227087722,1.232586059330013,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-07,-0.16834364687372932,0.6151788785805488,-0.778698216172552,0.6557706212066976,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-10,-0.2590670250529755,0.5112800039758444,-0.6842086935654519,0.21295827372596202,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-11,-0.02674913245917244,-0.3196951852207713,-0.25244933562170135,0.3794900162463391,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-12,-0.12313180658863931,0.3866929018635389,-0.33123601573909706,-0.37994311361918504,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-13,-0.7523059616287983,0.04337073694973695,-0.3522013972570811,-0.0078006161695678925,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-14,-5.5061559555669195,0.11973519459777499,-0.3362475685854671,0.7677437354068912,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-17,-0.07643550461551547,0.15864671305755332,-0.5122816478876031,-0.37447316902659245,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-18,0.6457395031363513,0.5090465093592424,-0.7678382175359573,-0.5848330965497466,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-19,-0.04803694591433077,0.06227755992248692,-0.753916044911518,0.30239029261174194,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-20,0.4677735712634333,0.08104706101134056,-0.8070668312436716,-0.34460000259906376,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-21,-0.0024848892719740432,-0.07733497144318699,-0.8047288918932528,-0.1310917973239229,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-24,-3.2689952674065563,0.09649154856387125,-0.8684353261049371,-0.9292803875289691,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-25,-5.5061559555669195,0.24220909947803831,-0.8490317397189571,-0.27566841109867524,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-26,2.4392604085171503,0.20158544584889168,-0.8626905382037467,-0.8872580302458417,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-27,2.2873555362981994,0.27669845433771173,-0.8322604073511954,-1.1085768404870726,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-28,1.1491412264116192,0.5823623567563646,-0.814211596394795,-0.39630562839459366,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-10-31,0.04551356918878908,0.6923108158673504,-1.1181701735692096,0.05471541582611476,0.30194825588434726,0.03783004083627209,-0.37116173606283276
2016-11-01,0.021456670971721225,0.4583535588906989,-0.9775818584725902,-0.3654396703944518,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-02,-0.16140228117012076,0.3048639217231881,-0.9264260214351245,0.5787044425431832,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-03,3.994609090837379,0.22821579650646565,-0.9336058647044426,0.09189383624632075,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-04,3.994609090837379,0.4161563228274087,-0.9001341654385999,-1.4747676843903677,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-07,0.13044309704269516,0.8567316778459387,0.5587917791443334,-0.9145398657176533,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-08,1.297703838379524,1.4544271087580827,0.4498095509194864,-1.2190837961756202,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-09,3.994609090837379,1.6111119092112167,0.3154352620214605,1.000764746523268,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-10,0.023404286270797707,1.4266498332479294,0.11328395448511788,-0.04554007504352865,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-11,0.048596851029822453,0.8492368141857995,0.10307623702557706,-0.32836894114361187,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-14,0.22209341590679385,0.19113291038010352,-0.5972446211036455,0.32609976964906306,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-15,-0.037166940337718724,-0.5848116828925898,-0.5340773350356508,0.021902436364683937,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-16,0.07434272244299649,-0.7236145535653773,-0.7769193244786209,-0.05106142291762838,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-17,0.003660493229706245,-0.771005880107189,-0.7279334052109555,0.6578940459296622,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-18,0.04374652728341585,-0.6580945549005693,-0.693988273813087,-0.3216092418020921,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-21,0.008119760455143154,-0.8050834359809829,-0.6084667123962215,-0.32702268965022907,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-22,0.00941656772997765,-0.5272291548011262,-0.7123270911754829,0.12077839501475995,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-23,0.3348150070280164,-0.3798953160370732,-0.7767312970269599,0.2264823792605775,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-24,-0.10145469983789186,0.045766471382009566,-0.7767312970269599,0.11659624336407685,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-25,-0.032408896345343864,0.11178579308914358,-0.7915718371104313,0.11566493121450783,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-28,0.07736265787776431,0.46939184391311223,-0.6293198368632273,-0.44213967482368227,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-29,0.02776045226896546,0.19406230037697048,-0.8178979491633814,0.2700478683144916,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-11-30,0.008015892461170113,-0.10072873653416237,-0.7988487658170355,0.47085310725386487,0.30194825588434726,0.03783004083627209,1.3028897075299801
2016-12-01,-0.39924746011841084,-0.18414950597358082,-0.7733131384256022,0.1475570078082574,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-02,-0.6253666442087296,-0.5601539842439609,-0.9329329992703648,0.03517879640643697,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-05,1.2337043110245618,-0.7562355964310463,-0.7830442449314708,-0.8191063973839585,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-06,-0.24612768174774585,-0.6879201479897644,-0.742571841682344,0.42671396525288924,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-07,-5.5061559555669195,-0.373542570608747,-0.38207318882307084,-0.11812103326723057,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-08,0.625305266643421,-0.43534788627329185,-0.5863478834121848,-0.6567865974885257,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-09,0.3753617939493202,0.11117019575034778,-0.6988320937788065,-1.0998464604918365,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-12,2.5817568452610153,0.6201158687910595,-0.5240266221339691,-0.43451364170839296,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-13,0.41703292632934086,1.2842937131288092,-0.5248141605035067,0.298591584278262,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-14,0.3107420202204795,1.354545485759263,-0.4180461957339411,3.0603633382178517,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-15,3.17524098346464,1.2559957112426066,-0.3980806045819804,-0.059001252925183635,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-16,0.07788666677281081,1.5021220549862717,-0.47252177079783514,1.8272845095480197,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-19,0.03058660743415057,1.1983958012584197,-0.4674143080703761,-0.20541775224008407,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-20,0.027875540871812904,1.0685256005646637,-0.5710562191377979,-0.7755836627408299,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-21,-0.5873056895089792,0.7034187945883182,-0.8957405816753271,-1.1766590072721659,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-22,2.4542217894029132,0.7725396074033996,-0.9375867980913549,-0.9536110666110749,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-23,0.2295770849613457,0.452469733202765,-0.957979535138819,-1.5005862765467577,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-26,3.294635671026678,0.47803598110901757,-0.957979535138819,-1.6722086863754886,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-27,0.050363277388288254,0.26474168900146733,-0.9514755711754392,-0.4066129056674411,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-28,0.049231323558214815,0.10021378260717982,-0.7084889317771613,-0.11700082074943466,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-29,0.36849678628545585,-0.19480735892781204,-0.7033623510288349,-0.19886037651276192,2.4468212425215836,0.03783004083637057,0.7867520234028861
2016-12-30,0.012962682455599948,-0.6406932213681351,-0.6635065221335598,-0.5731297519347278,2.4468212425215836,0.03783004083637057,0.7867520234028861
2017-01-03,-0.8355438887388568,-0.6418830546281084,-0.34547602153752566,-1.0233890527094471,-1.6007257748673507,0.03783004083637057,1.53245183038066
2017-01-04,0.030564320747816422,-0.9160281741629921,-0.2609751054607481,-0.4067149262657588,-1.6007257748673507,0.03783004083637057,1.53245183038066
2017-01-05,-0.0840940678377984,-0.9704574456405624,-0.531109933690237,-0.3626284878046728,-1.6007257748673507,0.03783004083637057,1.53245183038066
2017-01-06,-0.0970208292824848,-0.29668888008560157,-0.5443100001067318,0.45096264261314584,-1.6007257748673507,0.03783004083637057,1.53245183038066
2017-01-09,-0.04098470565183669,-0.017096018784557986,-0.6015775833665901,-0.6270869498446435,-1.6007257748673507,0.03783004083637057,1.53245183038066
2017-01-10,-0.08267188698371171,-0.37409466837088545,-0.7905325330508578,-1.0178189860484468,-1.6007257748673507,0.03783004083637057,1.53245183038066
2017-01-11,0.12326488528887379,0.00840668865035941,-0.9156234795751786,-0.18998164951171825,-1.6007257748673507,0.03783004083637057,1.53245183038066
2017-01-12,0.7169661508920823,0.3030284358557709,-0.883942719117945,0.3167875593260975,-1.6007257748673507,0.03783004083637057,1.53245183038066
